Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,
7,62437365,62437866,chr7-62437365-62437866,Stable,Stable,Stable,27,Peg12,24005,,,,,,,,,,
13,90881932,90882433,chr13-90881932-90882433,Stable,Stable,Stable,27,Rps23,40525,,,,,,,,,,
11,78031957,78032652,chr11-78031957-78032652,Stable,Stable,Stable,27,Rpl23a,148280,,,,,,,,,,
10,29533859,29534360,chr10-29533859-29534360,Stable,Stable,Stable,27,Gm10275,164386,,,,,,,,,,
12,17420168,17420669,chr12-17420168-17420669,Stable,Closing,Stable,24,Pdia6,-153623,,,,,,,,,,
4,137681339,137681840,chr4-137681339-137681840,Stable,Opening,Stable,21,Hspg2,-212570,,,,,,,,,,
9,44396758,44397259,chr9-44396758-44397259,Stable,Stable,Stable,27,H2afx,-62064,,,,,,,,,,
9,75959382,75959883,chr9-75959382-75959883,Stable,Stable,Stable,27,Bmp5,-184018,,,,,,,,,,
2,35589771,35590272,chr2-35589771-35590272,Stable,Stable,Stable,27,Ggta1,-189592,,,,,,,,,,
4,46731522,46732023,chr4-46731522-46732023,Stable,Stable,Stable,27,Tbc1d2,-127132,,,,,,,,,,
2,164521630,164522131,chr2-164521630-164522131,Stable,Stable,Stable,27,Ube2c,247767,,,,,,,,,,
2,5012539,5013040,chr2-5012539-5013040,Stable,Stable,Stable,27,Mcm10,-22825,,,,,,,,,,
11,72266501,72267168,chr11-72266501-72267168,Stable,Stable,Stable,27,Pimreg,-224469,,,,,,,,,,
19,59208395,59208896,chr19-59208395-59208896,Stable,Stable,Stable,27,Rps12-ps3,113475,,,,,,,,,,
12,112510974,112511475,chr12-112510974-112511475,Stable,Stable,Stable,27,Siva1,133204,,,,,,,,,,
12,24498456,24498957,chr12-24498456-24498957,Stable,Stable,Stable,27,Klf11,152317,,,,,,,,,,
11,98785727,98786228,chr11-98785727-98786228,Stable,Stable,Stable,27,Cdc6,121573,,,Top2a,206715,,,,,,
5,21586686,21587187,chr5-21586686-21587187,Stable,Stable,Stable,27,Lrrc17,-43127,,,,,,,,,,
2,22864603,22865104,chr2-22864603-22865104,Stable,Opening,Stable,21,Apbb1ip,-90509,,,,,,,,,,
15,59174141,59174642,chr15-59174141-59174642,Stable,Opening,Stable,21,Nsmce2,199605,,,,,,,,,,
19,45783357,45784238,chr19-45783357-45784238,Stable,Stable,Stable,27,Ldb1,247332,,,,,,,,,,
9,44379135,44379751,chr9-44379135-44379751,Stable,Stable,Stable,27,H2afx,-44441,,,,,,,,,,
8,70649247,70649748,chr8-70649247-70649748,Stable,Stable,Stable,27,Kxd1,-140975,,,,,,,,,,
7,17062281,17062782,chr7-17062281-17062782,Stable,Stable,Stable,27,Ccdc8,-69573,,,,,,,,,,
10,116473058,116473559,chr10-116473058-116473559,Stable,Stable,Stable,27,Kcnmb4,-55197,,,,,,,,,,
8,75033590,75034225,chr8-75033590-75034225,Stable,Stable,Stable,27,Mcm5,75344,,,,,,,,,,
4,136470368,136470869,chr4-136470368-136470869,Stable,Stable,Stable,27,Luzp1,-607,,,Tcea3,-222639,,,,,,
17,35274663,35275164,chr17-35274663-35275164,Stable,Stable,Stable,27,Tcf19,237570,,,,,,,,,,
2,132043068,132043569,chr2-132043068-132043569,Stable,Stable,Stable,27,Pcna,205593,,,,,,,,,,
17,83539326,83539827,chr17-83539326-83539827,Stable,Closing,Stable,24,Cox7a2l,-37408,,,,,,,,,,
4,89129326,89129827,chr4-89129326-89129827,Stable,Opening,Stable,21,Cdkn2a,144644,,,Cdkn2b,176472,,,,,,
17,56078911,56079610,chr17-56078911-56079610,Stable,Stable,Stable,27,Plin3,197866,,,,,,,,,,
8,80878758,80879259,chr8-80878758-80879259,Stable,Stable,Stable,27,Gab1,-114320,,,,,,,,,,
2,125122343,125123234,chr2-125122343-125123234,Stable,Stable,Stable,27,Fbn1,177360,,,,,,,,,,
7,122404519,122405020,chr7-122404519-122405020,Stable,Stable,Stable,27,Plk1,-245080,,,,,,,,,,
19,42539320,42539821,chr19-42539320-42539821,Stable,Stable,Stable,27,Loxl4,54161,,,,,,,,,,
9,65587815,65588316,chr9-65587815-65588316,Stable,Stable,Stable,27,Pif1,-655,,,Plekho2,-35117,,,,,,
1,134955657,134956158,chr1-134955657-134956158,Stable,Opening,Stable,21,Ptprv,152339,,,,,,,,,,
9,15110641,15111142,chr9-15110641-15111142,Stable,Stable,Stable,27,Taf1d,195072,,,,,,,,,,
10,97409161,97409759,chr10-97409161-97409759,Stable,Stable,Stable,27,Kera,197120,,,,,,,,,,
9,15493949,15494450,chr9-15493949-15494450,Stable,Stable,Stable,27,Taf1d,-187735,,,,,,,,,,
4,155784065,155784566,chr4-155784065-155784566,Stable,Stable,Stable,27,C1qtnf12,177752,,,,,,,,,,
16,46290192,46290693,chr16-46290192-46290693,Stable,Stable,Stable,27,Gm4737,-137207,,,,,,,,,,
2,130449950,130450849,chr2-130449950-130450849,Stable,Stable,Stable,27,Cpxm1,-59175,,,,,,,,,,
17,34031447,34031948,chr17-34031447-34031948,Stable,Opening,Stable,21,Rps18,-79448,,,Tapbp,-115548,Psmb8,165773,Rps28,-212420,,
2,31687949,31688918,chr2-31687949-31688918,Stable,Stable,Stable,27,Ass1,-217742,,,,,,,,,,
17,35569159,35569660,chr17-35569159-35569660,Stable,Stable,Stable,27,Tcf19,-56425,,,,,,,,,,
13,33965479,33965980,chr13-33965479-33965980,Stable,Stable,Stable,27,Serpinb6a,-47561,,,,,,,,,,
9,21961493,21961994,chr9-21961493-21961994,Stable,Stable,Stable,27,Spc24,-206051,,,,,,,,,,
6,115601477,115602548,chr6-115601477-115602548,Stable,Stable,Stable,27,Rpl32,202957,,,,,,,,,,
2,172226908,172227409,chr2-172226908-172227409,Stable,Opening,Stable,21,Aurka,128781,,,,,,,,,,
7,3423490,3423991,chr7-3423490-3423991,Stable,Opening,Stable,21,Cnot3,221277,,,,,,,,,,
7,45124196,45124697,chr7-45124196-45124697,Stable,Stable,Stable,27,Rpl13a,861,,,Rps11,-1817,,,,,,
6,108723188,108723923,chr6-108723188-108723923,Stable,Stable,Stable,27,Edem1,104718,,,,,,,,,,
15,82047289,82047790,chr15-82047289-82047790,Stable,Stable,Stable,27,Cenpm,185989,,,1500009C09Rik,204607,,,,,,
11,82871236,82871737,chr11-82871236-82871737,Stable,Stable,Stable,27,Slfn9,106653,,,,,,,,,,
13,73733000,73733501,chr13-73733000-73733501,Stable,Stable,Stable,27,Trip13,177846,,,,,,,,,,
2,35508571,35509072,chr2-35508571-35509072,Stable,Stable,Stable,27,Ggta1,-108392,,,,,,,,,,
5,122320054,122320555,chr5-122320054-122320555,Stable,Stable,Stable,27,Hvcn1,-113250,,,,,,,,,,
13,31629227,31629887,chr13-31629227-31629887,Stable,Stable,Stable,27,Foxf2,-3411,,,,,,,,,,
7,44998502,44999003,chr7-44998502-44999003,Stable,Stable,Stable,27,Rps11,123376,,,Rpl13a,126555,,,,,,
15,34370189,34370690,chr15-34370189-34370690,Stable,Stable,Stable,27,Rpl30,69815,,,,,,,,,,
7,100309157,100309819,chr7-100309157-100309819,Stable,Stable,Stable,27,Coa4,227252,,,,,,,,,,
4,152125631,152126413,chr4-152125631-152126413,Stable,Stable,Stable,27,Rpl22,199329,,,,,,,,,,
7,100488600,100489101,chr7-100488600-100489101,Stable,Stable,Stable,27,Coa4,47970,,,,,,,,,,
6,72454829,72455330,chr6-72454829-72455330,Stable,Stable,Stable,27,Capg,89061,,,,,,,,,,
12,95563379,95563880,chr12-95563379-95563880,Stable,Closing,Stable,24,Flrt2,128346,,,,,,,,,,
11,86357964,86358465,chr11-86357964-86358465,Stable,Opening,Stable,21,Vmp1,225400,,,,,,,,,,
3,98042891,98043392,chr3-98042891-98043392,Stable,Stable,Stable,27,Hmgcs2,237043,,,,,,,,,,
3,144519667,144520375,chr3-144519667-144520375,Stable,Stable,Stable,27,Clca3a1,209302,,,,,,,,,,
19,5178507,5179008,chr19-5178507-5179008,Stable,Stable,Stable,27,Cd248,-110429,,,,,,,,,,
15,85687319,85687897,chr15-85687319-85687897,Stable,Stable,Stable,27,Gtse1,171848,,,,,,,,,,
6,128349668,128350169,chr6-128349668-128350169,Stable,Stable,Stable,27,Foxm1,12798,,,,,,,,,,
5,114175604,114176105,chr5-114175604-114176105,Stable,Stable,Stable,27,Ung,-45218,,,,,,,,,,
5,33496037,33496538,chr5-33496037-33496538,Stable,Stable,Stable,27,Tacc3,161590,,,,,,,,,,
13,33964308,33965164,chr13-33964308-33965164,Stable,Stable,Stable,27,Serpinb6a,-46390,,,,,,,,,,
10,128232222,128232931,chr10-128232222-128232931,Stable,Opening,Stable,21,Timeless,-157,,,Rbms2,-100664,Ankrd52,144184,Prim1,-217054,,
13,112674018,112674613,chr13-112674018-112674613,Stable,Opening,Stable,21,Il6st,-209948,,,,,,,,,,
3,107466490,107466991,chr3-107466490-107466991,Stable,Stable,Stable,27,Alx3,128040,,,,,,,,,,
12,112588244,112589203,chr12-112588244-112589203,Stable,Stable,Stable,27,Siva1,55476,,,Ahnak2,182991,Cdca4,231026,,,,
13,74121124,74121625,chr13-74121124-74121625,Stable,Stable,Stable,27,Trip13,-209777,,,,,,,,,,
8,104248181,104248960,chr8-104248181-104248960,Stable,Stable,Stable,27,Cmtm3,90450,,,,,,,,,,
6,3763308,3763809,chr6-3763308-3763809,Stable,Stable,Stable,27,Tfpi2,198786,,,,,,,,,,
15,55306393,55306894,chr15-55306393-55306894,Stable,Stable,Stable,27,Dscc1,-230294,,,,,,,,,,
14,55603857,55604358,chr14-55603857-55604358,Stable,Stable,Stable,27,Psme2,-16416,,,Dhrs4,-125099,,,,,,
2,68949957,68950458,chr2-68949957-68950458,Stable,Closing,Stable,24,Spc25,243437,,,,,,,,,,
2,60209069,60209570,chr2-60209069-60209570,Stable,Opening,Stable,21,Pla2r1,207973,,,,,,,,,,
10,20361806,20362646,chr10-20361806-20362646,Stable,Opening,Stable,21,Mtfr2,-14036,,,,,,,,,,
19,5298181,5298682,chr19-5298181-5298682,Stable,Opening,Stable,21,Efemp2,175272,,,Cd248,-230103,,,,,,
7,49786839,49787468,chr7-49786839-49787468,Stable,Stable,Stable,27,Htatip2,-27724,,,,,,,,,,
11,71995873,71996374,chr11-71995873-71996374,Stable,Stable,Stable,27,Pimreg,45658,,,,,,,,,,
13,34066256,34066757,chr13-34066256-34066757,Stable,Stable,Stable,27,Serpinb6a,-148338,,,,,,,,,,
1,20612538,20613039,chr1-20612538-20613039,Stable,Stable,Stable,27,Mcm3,189929,,,,,,,,,,
3,88621882,88622723,chr3-88621882-88622723,Stable,Stable,Stable,27,Mex3a,-89487,,,,,,,,,,
9,66834662,66835163,chr9-66834662-66835163,Stable,Stable,Stable,27,Tpm1,187427,,,,,,,,,,
2,180225480,180225981,chr2-180225480-180225981,Stable,Stable,Stable,27,Rps21,31396,,,,,,,,,,
11,82888375,82888876,chr11-82888375-82888876,Stable,Stable,Stable,27,Slfn9,89514,,,,,,,,,,
4,126314339,126314840,chr4-126314339-126314840,Stable,Closing,Stable,24,Clspn,242095,,,,,,,,,,
4,119320287,119320788,chr4-119320287-119320788,Stable,Stable,Stable,27,Ppih,-20277,,,,,,,,,,
2,24479195,24480289,chr2-24479195-24480289,Stable,Stable,Stable,27,Il1rn,-142342,,,,,,,,,,
4,57525530,57526031,chr4-57525530-57526031,Stable,Stable,Stable,27,Pakap,-91283,,,,,,,,,,
11,102466967,102467468,chr11-102466967-102467468,Stable,Stable,Stable,27,BC030867,-218085,,,,,,,,,,
17,56360311,56360812,chr17-56360311-56360812,Stable,Stable,Stable,27,Plin3,-82835,,,,,,,,,,
3,103102399,103102900,chr3-103102399-103102900,Stable,Stable,Stable,27,Dennd2c,0,,,,,,,,,,
18,34779194,34779695,chr18-34779194-34779695,Stable,Stable,Stable,27,Cdc25c,-46201,,,,,,,,,,
9,15490693,15491194,chr9-15490693-15491194,Stable,Stable,Stable,27,Taf1d,-184479,,,,,,,,,,
9,108189856,108190707,chr9-108189856-108190707,Stable,Opening,Stable,21,Gpx1,148196,,,Uba7,-214351,Traip,-239720,,,,
3,107472143,107472644,chr3-107472143-107472644,Stable,Opening,Stable,21,Alx3,122387,,,,,,,,,,
7,19802885,19803386,chr7-19802885-19803386,Stable,Opening,Stable,21,Bcl3,5076,,,,,,,,,,
4,139379674,139380175,chr4-139379674-139380175,Stable,Stable,Stable,27,Capzb,-186775,,,,,,,,,,
15,85634419,85634920,chr15-85634419-85634920,Stable,Stable,Stable,27,Gtse1,224825,,,,,,,,,,
2,180256966,180257467,chr2-180256966-180257467,Stable,Stable,Stable,27,Rps21,0,,,,,,,,,,
15,82211566,82212562,chr15-82211566-82212562,Stable,Stable,Stable,27,Cenpm,21217,,,1500009C09Rik,39835,,,,,,
12,83687975,83688476,chr12-83687975-83688476,Stable,Stable,Stable,27,Dcaf4,-167509,,,,,,,,,,
3,86169003,86169616,chr3-86169003-86169616,Stable,Stable,Stable,27,Rps3a1,-31063,,,,,,,,,,
10,41292998,41293499,chr10-41292998-41293499,Stable,Closing,Stable,24,Mical1,182815,,,,,,,,,,
10,97565063,97565564,chr10-97565063-97565564,Stable,Closing,Stable,24,Kera,41315,,,,,,,,,,
6,125165425,125165926,chr6-125165425-125165926,Stable,Stable,Stable,27,Ncapd2,2081,,,,,,,,,,
14,47371631,47372132,chr14-47371631-47372132,Stable,Stable,Stable,27,Dlgap5,15647,,,,,,,,,,
17,33760231,33760732,chr17-33760231-33760732,Stable,Stable,Stable,27,Rps28,58295,,,Tapbp,155167,Rps18,191267,,,,
5,123508073,123508661,chr5-123508073-123508661,Stable,Stable,Stable,27,Kntc1,241055,,,,,,,,,,
6,125377472,125378376,chr6-125377472-125378376,Stable,Stable,Stable,27,Ncapd2,-209465,,,,,,,,,,
14,27096705,27097206,chr14-27096705-27097206,Stable,Stable,Stable,27,Arhgef3,17693,,,,,,,,,,
2,162985903,162986404,chr2-162985903-162986404,Stable,Stable,Stable,27,Mybl2,68283,,,,,,,,,,
11,117865855,117866356,chr11-117865855-117866356,Stable,Stable,Stable,27,Tk1,-50329,,,,,,,,,,
13,58402122,58402623,chr13-58402122-58402623,Stable,Opening,Stable,21,2210016F16Rik,-22305,,,,,,,,,,
19,5463695,5464196,chr19-5463695-5464196,Stable,Stable,Stable,27,Efemp2,9758,,,,,,,,,,
11,115366657,115367158,chr11-115366657-115367158,Stable,Stable,Stable,27,Nup85,197276,,,,,,,,,,
8,117107504,117108082,chr8-117107504-117108082,Stable,Stable,Stable,27,Cenpn,-185774,,,Cmc2,-218819,,,,,,
14,18238196,18239461,chr14-18238196-18239461,Stable,Stable,Stable,27,Rpl15,28362,,,,,,,,,,
8,84979718,84980219,chr8-84979718-84980219,Stable,Stable,Stable,27,Fbxw9,79836,,,,,,,,,,
15,85610634,85611135,chr15-85610634-85611135,Stable,Stable,Stable,27,Gtse1,248610,,,,,,,,,,
3,102979822,102980323,chr3-102979822-102980323,Stable,Opening,Stable,21,Dennd2c,122281,,,,,,,,,,
17,27761584,27762085,chr17-27761584-27762085,Stable,Stable,Stable,27,Rps10,-131166,,,,,,,,,,
10,39417642,39418143,chr10-39417642-39418143,Stable,Stable,Stable,27,Gm6477,-219104,,,,,,,,,,
11,59655289,59655790,chr11-59655289-59655790,Stable,Stable,Stable,27,Mprip,5515,,,,,,,,,,
5,151403598,151404099,chr5-151403598-151404099,Stable,Stable,Stable,27,Rfc3,238657,,,,,,,,,,
2,167765078,167765579,chr2-167765078-167765579,Stable,Stable,Stable,27,Ube2v1,-157440,,,,,,,,,,
2,102450493,102451384,chr2-102450493-102451384,Stable,Opening,Stable,21,Pamr1,98628,,,,,,,,,,
11,98026534,98027305,chr11-98026534-98027305,Stable,Stable,Stable,27,Rpl23,-249007,,,,,,,,,,
19,37886601,37887102,chr19-37886601-37887102,Stable,Stable,Stable,27,Myof,11934,,,,,,,,,,
9,60813410,60813911,chr9-60813410-60813911,Stable,Stable,Stable,27,Uaca,-18868,,,,,,,,,,
5,32243435,32243936,chr5-32243435-32243936,Stable,Stable,Stable,27,Fosl2,-107634,,,,,,,,,,
8,84066368,84066869,chr8-84066368-84066869,Stable,Stable,Stable,27,Asf1b,-110861,,,,,,,,,,
6,49055293,49055794,chr6-49055293-49055794,Stable,Stable,Stable,27,Tmem176a,-214374,,,,,,,,,,
2,102649033,102649534,chr2-102649033-102649534,Stable,Stable,Stable,27,Pamr1,-99021,,,Cd44,161607,,,,,,
18,67074804,67075305,chr18-67074804-67075305,Stable,Stable,Stable,27,Impa2,213881,,,,,,,,,,
6,115838141,115838642,chr6-115838141-115838642,Stable,Stable,Stable,27,Rpl32,-32636,,,,,,,,,,
17,26949245,26949746,chr17-26949245-26949746,Stable,Stable,Stable,27,Itpr3,107558,,,,,,,,,,
5,146705902,146706403,chr5-146705902-146706403,Stable,Stable,Stable,27,Rpl21,126487,,,,,,,,,,
19,5106816,5107317,chr19-5106816-5107317,Stable,Opening,Stable,21,Cd248,-38738,,,,,,,,,,
5,134619869,134620370,chr5-134619869-134620370,Stable,Stable,Stable,27,Rfc2,-38503,,,,,,,,,,
2,131344412,131344913,chr2-131344412-131344913,Stable,Stable,Stable,27,Hspa12b,-217132,,,,,,,,,,
4,132884071,132884572,chr4-132884071-132884572,Stable,Stable,Stable,27,Rpa2,-115739,,,,,,,,,,
2,163874895,163875695,chr2-163874895-163875695,Stable,Stable,Stable,27,Ada,-148311,,,,,,,,,,
1,90743979,90744480,chr1-90743979-90744480,Stable,Stable,Stable,27,Col6a3,21443,,,,,,,,,,
3,32495216,32495717,chr3-32495216-32495717,Stable,Stable,Stable,27,Zmat3,-160424,,,,,,,,,,
2,132006436,132006937,chr2-132006436-132006937,Stable,Closing,Stable,24,Pcna,242225,,,,,,,,,,
13,108095626,108096127,chr13-108095626-108096127,Stable,Opening,Stable,21,Depdc1b,220205,,,,,,,,,,
12,113217705,113218206,chr12-113217705-113218206,Stable,Stable,Stable,27,Tedc1,-61284,,,,,,,,,,
19,47337730,47338231,chr19-47337730-47338231,Stable,Stable,Stable,27,Sh3pxd2a,-77556,,,Calhm2,-232377,,,,,,
1,135188147,135188648,chr1-135188147-135188648,Stable,Stable,Stable,27,Ptprv,-79650,,,,,,,,,,
2,154656683,154658178,chr2-154656683-154658178,Stable,Stable,Stable,27,E2f1,-97276,,,,,,,,,,
2,118746112,118746887,chr2-118746112-118746887,Stable,Opening,Stable,21,Knstrn,67116,,,Bub1b,-147901,,,,,,
4,43925759,43926260,chr4-43925759-43926260,Stable,Opening,Stable,21,Glipr2,31141,,,,,,,,,,
13,90973766,90974267,chr13-90973766-90974267,Stable,Opening,Stable,21,Rps23,-50808,,,,,,,,,,
15,51899121,51899692,chr15-51899121-51899692,Stable,Opening,Stable,21,Eif3h,-112563,,,,,,,,,,
15,102399420,102399921,chr15-102399420-102399921,Stable,Stable,Stable,27,Aaas,-61168,,,Espl1,-103154,,,,,,
15,79028252,79028753,chr15-79028252-79028753,Stable,Stable,Stable,27,Lgals1,-101527,,,Sh3bp1,-128484,,,,,,
4,127418966,127419603,chr4-127418966-127419603,Stable,Stable,Stable,27,Gjb5,-64157,,,,,,,,,,
5,110357588,110358089,chr5-110357588-110358089,Stable,Stable,Stable,27,Pole,-71282,,,,,,,,,,
1,94028693,94029194,chr1-94028693-94029194,Stable,Stable,Stable,27,Dtymk,-236117,,,,,,,,,,
10,128212847,128213348,chr10-128212847-128213348,Stable,Stable,Stable,27,Timeless,18717,,,Rbms2,-81289,Ankrd52,163767,Prim1,-197679,,
12,113042909,113043591,chr12-113042909-113043591,Stable,Stable,Stable,27,Tedc1,112830,,,Cdca4,-222680,,,,,,
5,64174388,64174889,chr5-64174388-64174889,Stable,Closing,Stable,24,Tbc1d1,-18083,,,,,,,,,,
11,86607791,86608292,chr11-86607791-86608292,Stable,Closing,Stable,24,Vmp1,-23926,,,,,,,,,,
19,47067452,47067953,chr19-47067452-47067953,Stable,Opening,Stable,21,Calhm2,37400,,,Sh3pxd2a,192221,,,,,,
5,144758387,144758888,chr5-144758387-144758888,Stable,Opening,Stable,21,Trrap,8844,,,,,,,,,,
18,67449360,67449861,chr18-67449360-67449861,Stable,Stable,Stable,27,Impa2,-160174,,,,,,,,,,
2,105035998,105036499,chr2-105035998-105036499,Stable,Stable,Stable,27,Eif3m,-36342,,,,,,,,,,
2,130362494,130362995,chr2-130362494-130362995,Stable,Stable,Stable,27,Cpxm1,27780,,,,,,,,,,
11,101665298,101665799,chr11-101665298-101665799,Stable,Stable,Stable,27,Rpl27,-223000,,,,,,,,,,
3,32508669,32509170,chr3-32508669-32509170,Stable,Stable,Stable,27,Zmat3,-173877,,,,,,,,,,
8,105474196,105474697,chr8-105474196-105474697,Stable,Stable,Stable,27,Fhod1,-145033,,,,,,,,,,
7,62348186,62348687,chr7-62348186-62348687,Stable,Stable,Stable,27,Peg12,113184,,,,,,,,,,
14,76657325,76657826,chr14-76657325-76657826,Stable,Stable,Stable,27,Tsc22d1,-242364,,,,,,,,,,
11,97995740,97996241,chr11-97995740-97996241,Stable,Stable,Stable,27,Rpl23,-218213,,,,,,,,,,
2,25211078,25211579,chr2-25211078-25211579,Stable,Stable,Stable,27,Uap1l1,148310,,,Sapcd2,160742,Gm13370,-225094,,,,
11,100860184,100860685,chr11-100860184-100860685,Stable,Stable,Stable,27,Cavin1,96048,,,,,,,,,,
2,163602199,163602700,chr2-163602199-163602700,Stable,Stable,Stable,27,Ada,123884,,,,,,,,,,
2,132145152,132145653,chr2-132145152-132145653,Stable,Opening,Stable,21,Pcna,103509,,,,,,,,,,
8,120521049,120521681,chr8-120521049-120521681,Stable,Opening,Stable,21,Gins2,56952,,,,,,,,,,
19,41993390,41993891,chr19-41993390-41993891,Stable,Stable,Stable,27,Arhgap19,-226802,,,,,,,,,,
2,6450437,6451108,chr2-6450437-6451108,Stable,Stable,Stable,27,Celf2,88586,,,,,,,,,,
3,107722997,107723498,chr3-107722997-107723498,Stable,Stable,Stable,27,Alx3,-127966,,,,,,,,,,
5,110447649,110448150,chr5-110447649-110448150,Stable,Opening,Stable,21,Pole,-161343,,,,,,,,,,
9,109027406,109027907,chr9-109027406-109027907,Stable,Stable,Stable,27,Col7a1,-73820,,,,,,,,,,
19,38015501,38016002,chr19-38015501-38016002,Stable,Stable,Stable,27,Myof,-116465,,,,,,,,,,
11,115374059,115374560,chr11-115374059-115374560,Stable,Stable,Stable,27,Nup85,189874,,,,,,,,,,
7,45339553,45340054,chr7-45339553-45340054,Stable,Stable,Stable,27,Rpl13a,-213995,,,Rps11,-217174,,,,,,
5,146914287,146914788,chr5-146914287-146914788,Stable,Stable,Stable,27,Rpl21,-81397,,,,,,,,,,
2,69086708,69087326,chr2-69086708-69087326,Stable,Stable,Stable,27,Spc25,106569,,,,,,,,,,
3,54530184,54530685,chr3-54530184-54530685,Stable,Closing,Stable,24,Postn,-169075,,,Exosc8,197993,,,,,,
10,4233058,4233559,chr10-4233058-4233559,Stable,Opening,Stable,21,Akap12,32821,,,,,,,,,,
1,120142472,120142973,chr1-120142472-120142973,Stable,Opening,Stable,21,Tmem37,-75095,,,,,,,,,,
16,62921864,62922640,chr16-62921864-62922640,Stable,Stable,Stable,27,Pros1,-67557,,,,,,,,,,
9,64114635,64115136,chr9-64114635-64115136,Stable,Stable,Stable,27,Rpl4,58239,,,,,,,,,,
5,63906429,63907047,chr5-63906429-63907047,Stable,Stable,Stable,27,Tbc1d1,249258,,,,,,,,,,
4,119173953,119174454,chr4-119173953-119174454,Stable,Stable,Stable,27,Ppih,125556,,,,,,,,,,
8,22045360,22045861,chr8-22045360-22045861,Stable,Stable,Stable,27,Ckap2,122299,,,Vps36,146948,,,,,,
4,117304223,117304936,chr4-117304223-117304936,Stable,Stable,Stable,27,Kif2c,-144584,,,,,,,,,,
4,130307903,130308879,chr4-130307903-130308879,Stable,Stable,Stable,27,Fabp3,0,,,Tinagl1,-143449,,,,,,
10,77097772,77098273,chr10-77097772-77098273,Stable,Closing,Stable,24,Col18a1,-45594,,,,,,,,,,
1,171077927,171078918,chr1-171077927-171078918,Stable,Opening,Stable,21,Adamts4,171503,,,,,,,,,,
10,61341490,61341991,chr10-61341490-61341991,Stable,Opening,Stable,21,Adamts14,-144378,,,,,,,,,,
3,88254294,88254795,chr3-88254294-88254795,Stable,Stable,Stable,27,Iqgap3,-172323,,,,,,,,,,
2,180275796,180276297,chr2-180275796-180276297,Stable,Stable,Stable,27,Rps21,-18419,,,,,,,,,,
1,169949864,169950365,chr1-169949864-169950365,Stable,Stable,Stable,27,Ddr2,21942,,,,,,,,,,
15,102331580,102332081,chr15-102331580-102332081,Stable,Stable,Stable,27,Aaas,6171,,,Espl1,-35314,,,,,,
10,23851308,23852495,chr10-23851308-23852495,Stable,Stable,Stable,27,Vnn1,42193,,,,,,,,,,
5,117314718,117315219,chr5-117314718-117315219,Stable,Stable,Stable,27,Rfc5,62884,,,,,,,,,,
14,7874459,7874960,chr14-7874459-7874960,Stable,Stable,Stable,27,Flnb,-56502,,,,,,,,,,
8,104509101,104509602,chr8-104509101-104509602,Stable,Closing,Stable,24,Cmtm3,-169691,,,,,,,,,,
10,56426336,56426837,chr10-56426336-56426837,Stable,Closing,Stable,24,Gm9118,70504,,,,,,,,,,
7,144684481,144685238,chr7-144684481-144685238,Stable,Closing,Stable,24,Ccnd1,244693,,,,,,,,,,
11,94160360,94160861,chr11-94160360-94160861,Stable,Stable,Stable,27,Nme2,-210546,,,,,,,,,,
11,102156042,102156543,chr11-102156042-102156543,Stable,Stable,Stable,27,BC030867,92339,,,,,,,,,,
3,88071754,88072255,chr3-88071754-88072255,Stable,Stable,Stable,27,Iqgap3,9716,,,Crabp2,-123088,,,,,,
19,10342040,10342541,chr19-10342040-10342541,Stable,Stable,Stable,27,Fen1,-142908,,,,,,,,,,
2,110372584,110373085,chr2-110372584-110373085,Stable,Stable,Stable,27,Slc5a12,224213,,,,,,,,,,
9,30942619,30943120,chr9-30942619-30943120,Stable,Stable,Stable,27,St14,146282,,,,,,,,,,
16,30475792,30476293,chr16-30475792-30476293,Stable,Stable,Stable,27,Lrrc15,-206490,,,,,,,,,,
19,38025101,38025794,chr19-38025101-38025794,Stable,Closing,Stable,24,Myof,-126065,,,,,,,,,,
15,38890286,38890959,chr15-38890286-38890959,Stable,Opening,Stable,21,Cthrc1,185973,,,,,,,,,,
